Mark, Crank_target, ParkMode, MG1Anglemeasuredrad, MG1_Speed_Measured, MG1TorquemeasuredNm, Crankangle, MG2_Torque, MG2Speed, ThresholdTorque_Nm, ThresholdSpeed_rpm, ParkPosition_rad, VminAcceleration_Kmh, VminDeceleration_Kmh, C_MG1_Park_Nm_radps, K_MG1_Park_Nm_rad, ParkMaxTorque_Nm, SupportLevel, CruiseControlSpeed, Front_Brake_On, Rear_Brake_On, MG1_target_spd_rpm, MG1_target_trq_A, MG1_mode, MG2_target_trq_A, Kalman_states[1], Kalman_states[2], Kalman_states[3], Kalman_states[4], Kalman_states[5], Kalman_states[6], Kalman_states[7], Kalman_states[8], Kalman_states[9], Kalman_states[10], V_bike_kmh, Crank_speed_rads, Crank_torque_Nm_filt, now, ts1, ts2, ts3, ts4, activation_time, rt_reset, overflowed, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.103993, 0.924052, -0.000171475, -0.366019, 0.00549277, 5.12411e-05, 13.3997, 0, 0, 0, 0, -0.000191999, 0,  1.168126,  1.168142,  1.168235,  1.168237,  1.168238,  4.168126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104003, 0.92898, -0.000153302, -0.250487, 0.00513589, 4.58686e-05, 7.11304, 0, 0, 0, 0, 4.46368e-05, 0,  1.268127,  1.268144,  1.268236,  1.268239,  1.268239,  4.268127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104023, 0.93656, -0.000110489, -0.136471, 0.00383101, 3.30917e-05, 2.42402, 0, 0, 0, 0, -5.8629e-06, 0,  1.368124,  1.368141,  1.368235,  1.368237,  1.368238,  4.368124, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104044, 0.943798, -6.45284e-05, -0.0490232, 0.00232763, 1.93496e-05, -0.421468, 0, 0, 0, 0, -2.01738e-06, 0,  1.468126,  1.468142,  1.468235,  1.468237,  1.468238,  4.468126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.10406, 0.949242, -2.72294e-05, 0.0053079, 0.00105867, 8.18461e-06, -1.71217, 0, 0, 0, 0, 2.35222e-06, 0,  1.568126,  1.568143,  1.568235,  1.568238,  1.568238,  4.568126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952559, -2.65656e-06, 0.030789, 0.000192349, 8.21266e-07, -1.94251, 0, 0, 0, 0, -1.47175e-06, 0,  1.668125,  1.668141,  1.668235,  1.668237,  1.668237,  4.668125, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104076, 0.954065, 1.00141e-05, 0.0361441, -0.000277251, -2.98141e-06, -1.59897, 0, 0, 0, 0, 7.64387e-07, 0,  1.768126,  1.768143,  1.768236,  1.768238,  1.768239,  4.768126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104077, 0.954332, 1.38991e-05, 0.0303301, -0.000443169, -4.15296e-06, -1.05367, 0, 0, 0, 0, -3.61106e-07, 0,  1.868126,  1.868142,  1.868236,  1.868238,  1.868239,  4.868126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104076, 0.953925, 1.25571e-05, 0.0203606, -0.000421091, -3.75726e-06, -0.536684, 0, 0, 0, 0, 1.6067e-07, 0,  1.968127,  1.968143,  1.968235,  1.968238,  1.968238,  4.968127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104075, 0.953282, 8.95271e-06, 0.0106656, -0.000311548, -2.68168e-06, -0.154772, 0, 0, 0, 0, -6.84732e-08, 0,  2.068127,  2.068143,  2.068236,  2.068238,  2.068239,  5.068127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104073, 0.952671, 5.07404e-06, 0.00337027, -0.000184439, -1.52188e-06, 0.0709374, 0, 0, 0, 0, 2.82088e-08, 0,  2.168125,  2.168141,  2.168234,  2.168236,  2.168237,  5.168125, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104072, 0.95222, 1.96623e-06, -0.00103418, -7.83543e-05, -5.91502e-07, 0.166505, 0, 0, 0, 0, -1.12936e-08, 0,  2.268127,  2.268143,  2.268236,  2.268239,  2.268239,  5.268127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.951953, -3.40946e-08, -0.00297873, -7.45451e-06, 8.00194e-09, 0.175225, 0, 0, 0, 0, 4.40729e-09, 0,  2.368124,  2.368141,  2.368235,  2.368237,  2.368238,  5.368124, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.10407, 0.95184, -1.01884e-06, -0.00325041, 2.94654e-05, 3.03649e-07, 0.138818, 0, 0, 0, 0, -1.67901e-09, 0,  2.468126,  2.468143,  2.468236,  2.468238,  2.468239,  5.468126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.10407, 0.951829, -1.27044e-06, -0.00262914, 4.09297e-05, 3.79706e-07, 0.08849, 0, 0, 0, 0, 6.2458e-10, 0,  2.568126,  2.568142,  2.568235,  2.568237,  2.568238,  5.568126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.10407, 0.951871, -1.09979e-06, -0.00170957, 3.70977e-05, 3.29128e-07, 0.0429608, 0, 0, 0, 0, -2.26667e-10, 0,  2.668126,  2.668143,  2.668236,  2.668238,  2.668239,  5.668126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.10407, 0.951931, -7.59396e-07, -0.000856001, 2.65699e-05, 2.27505e-07, 0.0104, 0, 0, 0, 0, 8.0071e-11, 0,  2.768126,  2.768143,  2.768235,  2.768238,  2.768238,  5.768126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.951984, -4.14007e-07, -0.000233735, 1.51704e-05, 1.24206e-07, -0.00815783, 0, 0, 0, 0, -2.74194e-11, 0,  2.868125,  2.868143,  2.868237,  2.868239,  2.868239,  5.868125, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952023, -1.46483e-07, 0.000129092, 5.99047e-06, 4.41056e-08, -0.0154571, 0, 0, 0, 0, 9.03762e-12, 0,  2.968127,  2.968143,  2.968236,  2.968238,  2.968239,  5.968127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952045, 2.02022e-08, 0.000278891, 4.64388e-08, -5.85963e-09, -0.0154774, 0, 0, 0, 0, -2.83136e-12, 0,  3.068124,  3.068141,  3.068234,  3.068236,  3.068236,  6.068124, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952053, 9.81191e-08, 0.000288237, -2.91055e-06, -2.92615e-08, -0.0118853, 0, 0, 0, 0, 8.22785e-13, 0,  3.168125,  3.168141,  3.168235,  3.168237,  3.168238,  6.168125, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952053, 1.13904e-07, 0.000225788, -3.69886e-06, -3.4051e-08, -0.00733845, 0, 0, 0, 0, -2.09665e-13, 0,  3.268125,  3.268141,  3.268234,  3.268236,  3.268237,  6.268125, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952049, 9.52195e-08, 0.000142284, -3.22876e-06, -2.85002e-08, -0.00337665, 0, 0, 0, 0, 3.88878e-14, 0,  3.368124,  3.368142,  3.368235,  3.368238,  3.368238,  6.368124, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952044, 6.37966e-08, 6.77774e-05, -2.24429e-06, -1.91157e-08, -0.00062689, 0, 0, 0, 0, 9.77798e-16, 0,  3.468126,  3.468143,  3.468235,  3.468237,  3.468238,  6.468126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952039, 3.33728e-08, 1.507e-05, -1.23397e-06, -1.0015e-08, 0.000882111, 0, 0, 0, 0, -6.31444e-15, 0,  3.568126,  3.568143,  3.568235,  3.568238,  3.568238,  6.568126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952036, 1.05246e-08, -1.45649e-05, -4.45965e-07, -3.17291e-09, 0.00142487, 0, 0, 0, 0, 4.58789e-15, 0,  3.668126,  3.668142,  3.668236,  3.668238,  3.668238,  6.668126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952034, -3.25091e-09, -2.58658e-05, 4.84465e-08, 9.57225e-10, 0.00136233, 0, 0, 0, 0, -2.52898e-15, 0,  3.768125,  3.768142,  3.768236,  3.768238,  3.768239,  6.768125, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952033, -9.3231e-09, -2.54485e-05, 2.8226e-07, 2.78184e-09, 0.0010143, 0, 0, 0, 0, 1.23512e-15, 0,  3.868126,  3.868142,  3.868236,  3.868238,  3.868239,  6.868126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952033, -1.01635e-08, -1.93193e-05, 3.32478e-07, 3.03894e-09, 0.00060573, 0, 0, 0, 0, -5.61823e-16, 0,  3.968125,  3.968141,  3.968234,  3.968236,  3.968236,  6.968125, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952034, -8.21493e-09, -1.17851e-05, 2.79999e-07, 2.45918e-09, 0.000262235, 0, 0, 0, 0, 2.43394e-16, 0,  4.068126,  4.068143,  4.068235,  4.068237,  4.068238,  7.068126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952034, -5.33724e-09, -5.30768e-06, 1.88824e-07, 1.5995e-09, 3.09345e-05, 0, 0, 0, 0, -1.01605e-16, 0,  4.168125,  4.168142,  4.168235,  4.168237,  4.168237,  7.168125, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, -2.66867e-09, -8.61588e-07, 9.9685e-08, 8.01112e-10, -9.09224e-05, 0, 0, 0, 0, 4.11428e-17, 0,  4.268127,  4.268144,  4.268236,  4.268238,  4.268239,  7.268127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, -7.24785e-10, 1.54289e-06, 3.22995e-08, 2.18911e-10, -0.000130169, 0, 0, 0, 0, -1.62225e-17, 0,  4.368125,  4.368142,  4.368235,  4.368238,  4.368238,  7.368125, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 4.07487e-10, 2.37576e-06, -8.62078e-09, -1.20636e-10, -0.000119331, 0, 0, 0, 0, 6.24146e-18, 0,  4.468126,  4.468143,  4.468236,  4.468238,  4.468238,  7.468126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 8.73936e-10, 2.23574e-06, -2.68992e-08, -2.60879e-10, -8.6188e-05, 0, 0, 0, 0, -2.34488e-18, 0,  4.568124,  4.568141,  4.568233,  4.568235,  4.568236,  7.568124, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 9.01779e-10, 1.64603e-06, -2.97e-08, -2.69687e-10, -4.97012e-05, 0, 0, 0, 0, 8.59897e-19, 0,  4.668127,  4.668144,  4.668237,  4.668239,  4.668239,  7.668127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 7.0572e-10, 9.70645e-07, -2.41767e-08, -2.11292e-10, -2.00479e-05, 0, 0, 0, 0, -3.07287e-19, 0,  4.768126,  4.768143,  4.768236,  4.768238,  4.768239,  7.768126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 4.44298e-10, 4.09963e-07, -1.58124e-08, -1.33174e-10, -6.82991e-07, 0, 0, 0, 0, 1.0666e-19, 0,  4.868126,  4.868142,  4.868236,  4.868239,  4.868239,  7.868126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 2.11312e-10, 3.66215e-08, -7.98627e-09, -6.3458e-11, 9.07536e-06, 0, 0, 0, 0, -3.57563e-20, 0,  4.968126,  4.968143,  4.968236,  4.968238,  4.968239,  7.968126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 4.66425e-11, -1.5697e-07, -2.24824e-09, -1.41311e-11, 1.18007e-05, 0, 0, 0, 0, 1.14635e-20, 0,  5.068127,  5.068143,  5.068236,  5.068238,  5.068239,  8.068127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, -4.58405e-11, -2.16406e-07, 1.11937e-09, 1.36093e-11, 1.04054e-05, 0, 0, 0, 0, -3.45109e-21, 0,  5.168126,  5.168143,  5.168236,  5.168238,  5.168238,  8.168126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, -8.10175e-11, -1.95507e-07, 2.52823e-09, 2.41934e-11, 7.29225e-06, 0, 0, 0, 0, 9.38618e-22, 0,  5.268128,  5.268144,  5.268238,  5.268241,  5.268241,  8.268128, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, -7.96008e-11, -1.3965e-07, 2.63826e-09, 2.38098e-11, 4.05198e-06, 0, 0, 0, 0, -2.07439e-22, 0,  5.368128,  5.368144,  5.368237,  5.368239,  5.368240,  8.368128, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, -6.0374e-11, -7.94614e-08, 2.07883e-09, 1.80787e-11, 1.50277e-06, 0, 0, 0, 0, 2.05932e-23, 0,  5.468127,  5.468143,  5.468236,  5.468238,  5.468239,  8.468127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, -3.6793e-11, -3.11333e-08, 1.31773e-09, 1.10305e-11, -1.10616e-07, 0, 0, 0, 0, 1.43572e-23, 0,  5.568126,  5.568142,  5.568235,  5.568237,  5.568238,  8.568126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, -1.65412e-11, 6.86718e-11, 6.33787e-10, 4.96961e-12, -8.84647e-07, 0, 0, 0, 0, -1.37068e-23, 0,  5.668127,  5.668143,  5.668237,  5.668239,  5.668239,  8.668127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, -2.65279e-12, 1.55199e-08, 1.47256e-10, 8.08666e-13, -1.06247e-06, 0, 0, 0, 0, 8.20268e-24, 0,  5.768126,  5.768143,  5.768236,  5.768238,  5.768238,  8.768126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 4.84922e-12, 1.95674e-08, -1.28192e-10, -1.44215e-12, -9.03362e-07, 0, 0, 0, 0, -4.17457e-24, 0,  5.868128,  5.868144,  5.868237,  5.868239,  5.868240,  8.868128, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 7.43953e-12, 1.70201e-08, -2.34902e-10, -2.22229e-12, -6.14263e-07, 0, 0, 0, 0, 1.94844e-24, 0,  5.968127,  5.968144,  5.968236,  5.968238,  5.968239,  8.968127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 6.99227e-12, 1.17965e-08, -2.33133e-10, -2.09185e-12, -3.28003e-07, 0, 0, 0, 0, -8.59738e-25, 0,  6.068127,  6.068143,  6.068236,  6.068238,  6.068239,  9.068127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 5.14333e-12, 6.46188e-09, -1.78002e-10, -1.54037e-12, -1.09769e-07, 0, 0, 0, 0, 3.64076e-25, 0,  6.168125,  6.168142,  6.168235,  6.168237,  6.168237,  9.168125, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 3.02984e-12, 2.31364e-09, -1.09249e-10, -9.08527e-13, 2.39574e-08, 0, 0, 0, 0, -1.49206e-25, 0,  6.268127,  6.268143,  6.268236,  6.268238,  6.268239,  9.268127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 1.27707e-12, -2.81114e-10, -4.9743e-11, -3.83887e-13, 8.46715e-08, 0, 0, 0, 0, 5.94631e-26, 0,  6.368127,  6.368144,  6.368237,  6.368239,  6.368240,  9.368127, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, 1.10999e-13, -1.50194e-09, -8.66927e-12, -3.44784e-14, 9.50636e-08, 0, 0, 0, 0, -2.31077e-26, 0,  6.468126,  6.468143,  6.468236,  6.468238,  6.468239,  9.468126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, -4.92856e-13, -1.75759e-09, 1.37089e-11, 1.46749e-13, 7.8092e-08, 0, 0, 0, 0, 8.76718e-27, 0,  6.568126,  6.568143,  6.568236,  6.568238,  6.568238,  9.568126, 0, 0, 
1, 0, 0, 0.392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0.104071, 0.952035, -6.77489e-13, -1.4753e-09, 2.16118e-11, 2.02432e-13, 5.15057e-08, 0, 0, 0, 0, -3.2478e-27, 0,  6.668127,  6.668144,  6.668237,  6.668239,  6.668239,  9.668127, 0, 0, 
